counts	number of items in equivalence class	isoforms in equivalence class
2	17	ENST00000278243,ENST00000396986,ENST00000396991,ENST00000396993,ENST00000459679,ENST00000463452,ENST00000464261,ENST00000464441,ENST00000464906,ENST00000465307,ENST00000477358,ENST00000490830,ENST00000493547,ENST00000496834,ENST00000528216,ENST00000532017,ENST00000532523
26	17	ENST00000278544,ENST00000525861,ENST00000531352,ENST00000532485,ENST00000679754,ENST00000679866,ENST00000679924,ENST00000680583,ENST00000680842,ENST00000681004,ENST00000681251,ENST00000681257,ENST00000681354,ENST00000681375,ENST00000681411,ENST00000681732,ENST00000681955
1	17	ENST00000278616,ENST00000452508,ENST00000526567,ENST00000527805,ENST00000530958,ENST00000601453,ENST00000638443,ENST00000639240,ENST00000639953,ENST00000640388,ENST00000675843,ENST00000682465,ENST00000683150,ENST00000683468,ENST00000683914,ENST00000684029,ENST00000684037
5	17	ENST00000278893,ENST00000301781,ENST00000360796,ENST00000403550,ENST00000403734,ENST00000405837,ENST00000407022,ENST00000421906,ENST00000448568,ENST00000524862,ENST00000679883,ENST00000682223,ENST00000682262,ENST00000682555,ENST00000683296,ENST00000684067,ENST00000684475
31	17	ENST00000278893,ENST00000301781,ENST00000360796,ENST00000403550,ENST00000403734,ENST00000405837,ENST00000407022,ENST00000421906,ENST00000449636,ENST00000524862,ENST00000679883,ENST00000682223,ENST00000682262,ENST00000682555,ENST00000683025,ENST00000684285,ENST00000684475
11	17	ENST00000278893,ENST00000301781,ENST00000360796,ENST00000403550,ENST00000403734,ENST00000407022,ENST00000421906,ENST00000449636,ENST00000524862,ENST00000679883,ENST00000682223,ENST00000682262,ENST00000682555,ENST00000683025,ENST00000683296,ENST00000684285,ENST00000684475
5	17	ENST00000278893,ENST00000360796,ENST00000403098,ENST00000403550,ENST00000403734,ENST00000405837,ENST00000407022,ENST00000421906,ENST00000448568,ENST00000449636,ENST00000524862,ENST00000679883,ENST00000682223,ENST00000683025,ENST00000683296,ENST00000684067,ENST00000684285
6	17	ENST00000278893,ENST00000360796,ENST00000403098,ENST00000403550,ENST00000403734,ENST00000405837,ENST00000407022,ENST00000449636,ENST00000524862,ENST00000679883,ENST00000682262,ENST00000682555,ENST00000683025,ENST00000683296,ENST00000684067,ENST00000684285,ENST00000684475
43	17	ENST00000278893,ENST00000360796,ENST00000403550,ENST00000403734,ENST00000405837,ENST00000407022,ENST00000421906,ENST00000448568,ENST00000449636,ENST00000524862,ENST00000531524,ENST00000679883,ENST00000682223,ENST00000683025,ENST00000683296,ENST00000684067,ENST00000684285
47	17	ENST00000301781,ENST00000360796,ENST00000403550,ENST00000403734,ENST00000405837,ENST00000407022,ENST00000421906,ENST00000449636,ENST00000524862,ENST00000679883,ENST00000682223,ENST00000682555,ENST00000683025,ENST00000683296,ENST00000684067,ENST00000684285,ENST00000684475
1	17	ENST00000301781,ENST00000360796,ENST00000403734,ENST00000405837,ENST00000464544,ENST00000524862,ENST00000532818,ENST00000533982,ENST00000679883,ENST00000682223,ENST00000682262,ENST00000682555,ENST00000683025,ENST00000683296,ENST00000684067,ENST00000684285,ENST00000684475
217	17	ENST00000310046,ENST00000310092,ENST00000396053,ENST00000398692,ENST00000408993,ENST00000409406,ENST00000421355,ENST00000483858,ENST00000506523,ENST00000510173,ENST00000524637,ENST00000525754,ENST00000530235,ENST00000531036,ENST00000531969,ENST00000532968,ENST00000578778
8	17	ENST00000313663,ENST00000334126,ENST00000414160,ENST00000442398,ENST00000538361,ENST00000539061,ENST00000679906,ENST00000680231,ENST00000680645,ENST00000680665,ENST00000680718,ENST00000681143,ENST00000681310,ENST00000681609,ENST00000681811,ENST00000681829,ENST00000681924
3	17	ENST00000313663,ENST00000334126,ENST00000414160,ENST00000442398,ENST00000538361,ENST00000679415,ENST00000679906,ENST00000680231,ENST00000680665,ENST00000680839,ENST00000681143,ENST00000681291,ENST00000681310,ENST00000681385,ENST00000681609,ENST00000681811,ENST00000681829
13	17	ENST00000313663,ENST00000334126,ENST00000414160,ENST00000442398,ENST00000538361,ENST00000679415,ENST00000679906,ENST00000680231,ENST00000680665,ENST00000680839,ENST00000681143,ENST00000681291,ENST00000681310,ENST00000681385,ENST00000681609,ENST00000681829,ENST00000681924
9	17	ENST00000313663,ENST00000334126,ENST00000414160,ENST00000442398,ENST00000538361,ENST00000679415,ENST00000679906,ENST00000680231,ENST00000680665,ENST00000680839,ENST00000681143,ENST00000681291,ENST00000681310,ENST00000681385,ENST00000681811,ENST00000681829,ENST00000681924
1	17	ENST00000313663,ENST00000334126,ENST00000414160,ENST00000442398,ENST00000538361,ENST00000679415,ENST00000679906,ENST00000680231,ENST00000680665,ENST00000680839,ENST00000681143,ENST00000681291,ENST00000681310,ENST00000681609,ENST00000681811,ENST00000681829,ENST00000681924
25	17	ENST00000313663,ENST00000334126,ENST00000414160,ENST00000442398,ENST00000538361,ENST00000679415,ENST00000679906,ENST00000680231,ENST00000680665,ENST00000680839,ENST00000681291,ENST00000681310,ENST00000681385,ENST00000681609,ENST00000681811,ENST00000681829,ENST00000681924
38	17	ENST00000313663,ENST00000334126,ENST00000414160,ENST00000442398,ENST00000538361,ENST00000679415,ENST00000679906,ENST00000680231,ENST00000680665,ENST00000681143,ENST00000681291,ENST00000681310,ENST00000681385,ENST00000681609,ENST00000681811,ENST00000681829,ENST00000681924
7	17	ENST00000313663,ENST00000334126,ENST00000414160,ENST00000442398,ENST00000538361,ENST00000679906,ENST00000680231,ENST00000680665,ENST00000680839,ENST00000681143,ENST00000681291,ENST00000681310,ENST00000681385,ENST00000681609,ENST00000681811,ENST00000681829,ENST00000681924
1	17	ENST00000316356,ENST00000359152,ENST00000389958,ENST00000389959,ENST00000389960,ENST00000524452,ENST00000525702,ENST00000526999,ENST00000527523,ENST00000527794,ENST00000528231,ENST00000529534,ENST00000529581,ENST00000530351,ENST00000532995,ENST00000533892,ENST00000634661
1	17	ENST00000316356,ENST00000359152,ENST00000389958,ENST00000389959,ENST00000389960,ENST00000524452,ENST00000525702,ENST00000527523,ENST00000527794,ENST00000528231,ENST00000529534,ENST00000529581,ENST00000530351,ENST00000532995,ENST00000533057,ENST00000533892,ENST00000634661
2	17	ENST00000320230,ENST00000481290,ENST00000526152,ENST00000527723,ENST00000527734,ENST00000528606,ENST00000529351,ENST00000531214,ENST00000531437,ENST00000531514,ENST00000531534,ENST00000532484,ENST00000533385,ENST00000625419,ENST00000625752,ENST00000627843,ENST00000628067
4	17	ENST00000334307,ENST00000446510,ENST00000528092,ENST00000530697,ENST00000531554,ENST00000532470,ENST00000617650,ENST00000676921,ENST00000676979,ENST00000677116,ENST00000677406,ENST00000677623,ENST00000678060,ENST00000678480,ENST00000678950,ENST00000679022,ENST00000679072
11	17	ENST00000340437,ENST00000394888,ENST00000413184,ENST00000413232,ENST00000439958,ENST00000448745,ENST00000449811,ENST00000450000,ENST00000477890,ENST00000535222,ENST00000536145,ENST00000536548,ENST00000537162,ENST00000539952,ENST00000541963,ENST00000544585,ENST00000544990
3	17	ENST00000350638,ENST00000379163,ENST00000395934,ENST00000474374,ENST00000638184,ENST00000638347,ENST00000638482,ENST00000638764,ENST00000638917,ENST00000639570,ENST00000639878,ENST00000640081,ENST00000640231,ENST00000640342,ENST00000640533,ENST00000640954,ENST00000640961
86	17	ENST00000351554,ENST00000395850,ENST00000415002,ENST00000426650,ENST00000437761,ENST00000445143,ENST00000525763,ENST00000527577,ENST00000527926,ENST00000528700,ENST00000533403,ENST00000534312,ENST00000642928,ENST00000643183,ENST00000651785,ENST00000652086,ENST00000652678
7	17	ENST00000351554,ENST00000395850,ENST00000415002,ENST00000426650,ENST00000437761,ENST00000445143,ENST00000525763,ENST00000527577,ENST00000527926,ENST00000528700,ENST00000533403,ENST00000642928,ENST00000643183,ENST00000651485,ENST00000651785,ENST00000652086,ENST00000652678
48	17	ENST00000351554,ENST00000395850,ENST00000415002,ENST00000426650,ENST00000437761,ENST00000445143,ENST00000525763,ENST00000527577,ENST00000528700,ENST00000533181,ENST00000533403,ENST00000642928,ENST00000643183,ENST00000651485,ENST00000651785,ENST00000652086,ENST00000652678
2	17	ENST00000351960,ENST00000358965,ENST00000366394,ENST00000368959,ENST00000393695,ENST00000535087,ENST00000535947,ENST00000537217,ENST00000537930,ENST00000541719,ENST00000542977,ENST00000543009,ENST00000543937,ENST00000544129,ENST00000544238,ENST00000613205,ENST00000620566
94	17	ENST00000352187,ENST00000395123,ENST00000395124,ENST00000524863,ENST00000525474,ENST00000526621,ENST00000528187,ENST00000529112,ENST00000529494,ENST00000529554,ENST00000529896,ENST00000530005,ENST00000532795,ENST00000533051,ENST00000533235,ENST00000533245,ENST00000533524
77	17	ENST00000352187,ENST00000395123,ENST00000395124,ENST00000524863,ENST00000525474,ENST00000526621,ENST00000529554,ENST00000529748,ENST00000529896,ENST00000530005,ENST00000530316,ENST00000532278,ENST00000532795,ENST00000533051,ENST00000533235,ENST00000533245,ENST00000533524
4	17	ENST00000354024,ENST00000377485,ENST00000377486,ENST00000377487,ENST00000377489,ENST00000377494,ENST00000377497,ENST00000394428,ENST00000394429,ENST00000394430,ENST00000394432,ENST00000419843,ENST00000421556,ENST00000430645,ENST00000431822,ENST00000441258,ENST00000445445
26	17	ENST00000354202,ENST00000392834,ENST00000409993,ENST00000414373,ENST00000442480,ENST00000640102,ENST00000640747,ENST00000682232,ENST00000682326,ENST00000682791,ENST00000682811,ENST00000682946,ENST00000683143,ENST00000684142,ENST00000684255,ENST00000684345,ENST00000684499
10	17	ENST00000354202,ENST00000392834,ENST00000414373,ENST00000639704,ENST00000640102,ENST00000640747,ENST00000682232,ENST00000682326,ENST00000682791,ENST00000682811,ENST00000682946,ENST00000683143,ENST00000684142,ENST00000684255,ENST00000684345,ENST00000684499,ENST00000684682
3	17	ENST00000379107,ENST00000379109,ENST00000379129,ENST00000379132,ENST00000419022,ENST00000606377,ENST00000638685,ENST00000638914,ENST00000638963,ENST00000639386,ENST00000639409,ENST00000639916,ENST00000640368,ENST00000640610,ENST00000640961,ENST00000640975,ENST00000643871
1	17	ENST00000395397,ENST00000405576,ENST00000405853,ENST00000407404,ENST00000412937,ENST00000420369,ENST00000436029,ENST00000436778,ENST00000437276,ENST00000441012,ENST00000444396,ENST00000449369,ENST00000457932,ENST00000467728,ENST00000481889,ENST00000531660,ENST00000616973
19	17	ENST00000426335,ENST00000524586,ENST00000524782,ENST00000525314,ENST00000525398,ENST00000526342,ENST00000527927,ENST00000528041,ENST00000528444,ENST00000528708,ENST00000529439,ENST00000529455,ENST00000530596,ENST00000532438,ENST00000533243,ENST00000627920,ENST00000629231
1	17	ENST00000524757,ENST00000525169,ENST00000526126,ENST00000526155,ENST00000526757,ENST00000526828,ENST00000527347,ENST00000527392,ENST00000527473,ENST00000527516,ENST00000530959,ENST00000531578,ENST00000533225,ENST00000533471,ENST00000534127,ENST00000534248,ENST00000534665
755	18	ENST00000227157,ENST00000379412,ENST00000396222,ENST00000422447,ENST00000430553,ENST00000478970,ENST00000486690,ENST00000495052,ENST00000535451,ENST00000536528,ENST00000539814,ENST00000540430,ENST00000541097,ENST00000542179,ENST00000543445,ENST00000543695,ENST00000545215,ENST00000545467
24	18	ENST00000227266,ENST00000393301,ENST00000524463,ENST00000527018,ENST00000529974,ENST00000676612,ENST00000677468,ENST00000677796,ENST00000677802,ENST00000677877,ENST00000677976,ENST00000678395,ENST00000678464,ENST00000678506,ENST00000678554,ENST00000678915,ENST00000679032,ENST00000679199
3	18	ENST00000227266,ENST00000393301,ENST00000524463,ENST00000527018,ENST00000529974,ENST00000677106,ENST00000677208,ENST00000677468,ENST00000677661,ENST00000677802,ENST00000677976,ENST00000678395,ENST00000678464,ENST00000678506,ENST00000678554,ENST00000678915,ENST00000679032,ENST00000679199
5	18	ENST00000227495,ENST00000356132,ENST00000392669,ENST00000444328,ENST00000449406,ENST00000524860,ENST00000526311,ENST00000526727,ENST00000528858,ENST00000530591,ENST00000532243,ENST00000534083,ENST00000534457,ENST00000676545,ENST00000676867,ENST00000677503,ENST00000677721,ENST00000678865
6	18	ENST00000256190,ENST00000420722,ENST00000530741,ENST00000533770,ENST00000675281,ENST00000676324,ENST00000676387,ENST00000687210,ENST00000688344,ENST00000689128,ENST00000689258,ENST00000689597,ENST00000689674,ENST00000689940,ENST00000690003,ENST00000690234,ENST00000692716,ENST00000693181
3	18	ENST00000256190,ENST00000533770,ENST00000675281,ENST00000676324,ENST00000676387,ENST00000686079,ENST00000687210,ENST00000687256,ENST00000687300,ENST00000688206,ENST00000688344,ENST00000688739,ENST00000689128,ENST00000689258,ENST00000689940,ENST00000692716,ENST00000693022,ENST00000693212
3	18	ENST00000256190,ENST00000533770,ENST00000675281,ENST00000676324,ENST00000676387,ENST00000686079,ENST00000687210,ENST00000687256,ENST00000687300,ENST00000688206,ENST00000688344,ENST00000689128,ENST00000689258,ENST00000689940,ENST00000692716,ENST00000693022,ENST00000693201,ENST00000693212
8	18	ENST00000256190,ENST00000533770,ENST00000675281,ENST00000676324,ENST00000676387,ENST00000686079,ENST00000687210,ENST00000687256,ENST00000687300,ENST00000688206,ENST00000688739,ENST00000689128,ENST00000689940,ENST00000690806,ENST00000692716,ENST00000693022,ENST00000693201,ENST00000693212
2	18	ENST00000256190,ENST00000675281,ENST00000676324,ENST00000676387,ENST00000686079,ENST00000687256,ENST00000687300,ENST00000688206,ENST00000688739,ENST00000689128,ENST00000689258,ENST00000689940,ENST00000690806,ENST00000692068,ENST00000692716,ENST00000693022,ENST00000693201,ENST00000693212
4	18	ENST00000263578,ENST00000525770,ENST00000527004,ENST00000532125,ENST00000533839,ENST00000685484,ENST00000685601,ENST00000685765,ENST00000685844,ENST00000686242,ENST00000686888,ENST00000687699,ENST00000689283,ENST00000689477,ENST00000689765,ENST00000690512,ENST00000692039,ENST00000692336
80	18	ENST00000263578,ENST00000525770,ENST00000527004,ENST00000532125,ENST00000533839,ENST00000685484,ENST00000685601,ENST00000685765,ENST00000686242,ENST00000686888,ENST00000687699,ENST00000688588,ENST00000689283,ENST00000689477,ENST00000689765,ENST00000690512,ENST00000692039,ENST00000692336
53	18	ENST00000263578,ENST00000525770,ENST00000527004,ENST00000532125,ENST00000533839,ENST00000685601,ENST00000685765,ENST00000685844,ENST00000686242,ENST00000686888,ENST00000687699,ENST00000688588,ENST00000689283,ENST00000689477,ENST00000689765,ENST00000690512,ENST00000692039,ENST00000692336
40	18	ENST00000263578,ENST00000525770,ENST00000527004,ENST00000532125,ENST00000685484,ENST00000685601,ENST00000685765,ENST00000685844,ENST00000686242,ENST00000686888,ENST00000687699,ENST00000688588,ENST00000689283,ENST00000689477,ENST00000689765,ENST00000690512,ENST00000692039,ENST00000692336
11	18	ENST00000278243,ENST00000300730,ENST00000396986,ENST00000396991,ENST00000396993,ENST00000463452,ENST00000464229,ENST00000464441,ENST00000464906,ENST00000465307,ENST00000475884,ENST00000477358,ENST00000479072,ENST00000493547,ENST00000496834,ENST00000528216,ENST00000532017,ENST00000532523
4	18	ENST00000278544,ENST00000525861,ENST00000531352,ENST00000531461,ENST00000532485,ENST00000679754,ENST00000679866,ENST00000679924,ENST00000680583,ENST00000680842,ENST00000681004,ENST00000681251,ENST00000681257,ENST00000681354,ENST00000681375,ENST00000681411,ENST00000681732,ENST00000681955
1	18	ENST00000278616,ENST00000452508,ENST00000526567,ENST00000527805,ENST00000530958,ENST00000532931,ENST00000601453,ENST00000638443,ENST00000639953,ENST00000640388,ENST00000675595,ENST00000675843,ENST00000682465,ENST00000683150,ENST00000683468,ENST00000683914,ENST00000684029,ENST00000684037
19	18	ENST00000278616,ENST00000452508,ENST00000526567,ENST00000527805,ENST00000530958,ENST00000601453,ENST00000638443,ENST00000639240,ENST00000639953,ENST00000640388,ENST00000675595,ENST00000675843,ENST00000682465,ENST00000683150,ENST00000683468,ENST00000683914,ENST00000684029,ENST00000684037
9	18	ENST00000278893,ENST00000301781,ENST00000360796,ENST00000403098,ENST00000403550,ENST00000403734,ENST00000405837,ENST00000407022,ENST00000421906,ENST00000448568,ENST00000449636,ENST00000524862,ENST00000679883,ENST00000682223,ENST00000683025,ENST00000683296,ENST00000684067,ENST00000684285
2	18	ENST00000278893,ENST00000301781,ENST00000360796,ENST00000403098,ENST00000403550,ENST00000403734,ENST00000405837,ENST00000407022,ENST00000449636,ENST00000524862,ENST00000679883,ENST00000682262,ENST00000682555,ENST00000683025,ENST00000683296,ENST00000684067,ENST00000684285,ENST00000684475
2	18	ENST00000278893,ENST00000301781,ENST00000360796,ENST00000403550,ENST00000403734,ENST00000405837,ENST00000407022,ENST00000421906,ENST00000448568,ENST00000449636,ENST00000524862,ENST00000531524,ENST00000679883,ENST00000682223,ENST00000683025,ENST00000683296,ENST00000684067,ENST00000684285
57	18	ENST00000278893,ENST00000301781,ENST00000360796,ENST00000403550,ENST00000403734,ENST00000405837,ENST00000407022,ENST00000421906,ENST00000448568,ENST00000449636,ENST00000524862,ENST00000679883,ENST00000682223,ENST00000682262,ENST00000682555,ENST00000683296,ENST00000684067,ENST00000684475
1	18	ENST00000278893,ENST00000301781,ENST00000360796,ENST00000403550,ENST00000403734,ENST00000405837,ENST00000407022,ENST00000421906,ENST00000448568,ENST00000524862,ENST00000533982,ENST00000679883,ENST00000682223,ENST00000682262,ENST00000682555,ENST00000683296,ENST00000684067,ENST00000684475
38	18	ENST00000278893,ENST00000301781,ENST00000360796,ENST00000403550,ENST00000403734,ENST00000405837,ENST00000407022,ENST00000421906,ENST00000449636,ENST00000524862,ENST00000679883,ENST00000682262,ENST00000682555,ENST00000683025,ENST00000683296,ENST00000684067,ENST00000684285,ENST00000684475
30	18	ENST00000301781,ENST00000360796,ENST00000403550,ENST00000403734,ENST00000405837,ENST00000407022,ENST00000421906,ENST00000449636,ENST00000524862,ENST00000679883,ENST00000682223,ENST00000682262,ENST00000682555,ENST00000683025,ENST00000683296,ENST00000684067,ENST00000684285,ENST00000684475
51	18	ENST00000313010,ENST00000393399,ENST00000531801,ENST00000532809,ENST00000534264,ENST00000679387,ENST00000679623,ENST00000679809,ENST00000680040,ENST00000680186,ENST00000680437,ENST00000680524,ENST00000680566,ENST00000681322,ENST00000681432,ENST00000681592,ENST00000681637,ENST00000681883
10	18	ENST00000313663,ENST00000334126,ENST00000414160,ENST00000442398,ENST00000535954,ENST00000538361,ENST00000539061,ENST00000679906,ENST00000680231,ENST00000680645,ENST00000680665,ENST00000680718,ENST00000681143,ENST00000681310,ENST00000681609,ENST00000681811,ENST00000681829,ENST00000681924
6	18	ENST00000313663,ENST00000334126,ENST00000414160,ENST00000442398,ENST00000538361,ENST00000539061,ENST00000679906,ENST00000680231,ENST00000680645,ENST00000680665,ENST00000680718,ENST00000681143,ENST00000681310,ENST00000681345,ENST00000681609,ENST00000681811,ENST00000681829,ENST00000681924
180	18	ENST00000313663,ENST00000334126,ENST00000414160,ENST00000442398,ENST00000538361,ENST00000679415,ENST00000679906,ENST00000680231,ENST00000680665,ENST00000680839,ENST00000681143,ENST00000681291,ENST00000681310,ENST00000681385,ENST00000681609,ENST00000681811,ENST00000681829,ENST00000681924
6	18	ENST00000320230,ENST00000456706,ENST00000481290,ENST00000526152,ENST00000527723,ENST00000527734,ENST00000528606,ENST00000529351,ENST00000531214,ENST00000531437,ENST00000531514,ENST00000531534,ENST00000532484,ENST00000533385,ENST00000625419,ENST00000625752,ENST00000627843,ENST00000628067
1	18	ENST00000320230,ENST00000456706,ENST00000481290,ENST00000527723,ENST00000527734,ENST00000528606,ENST00000528936,ENST00000529351,ENST00000530360,ENST00000531214,ENST00000531514,ENST00000531534,ENST00000532484,ENST00000533385,ENST00000625419,ENST00000627843,ENST00000628067,ENST00000629634
40	18	ENST00000328221,ENST00000399808,ENST00000399815,ENST00000408968,ENST00000526811,ENST00000528780,ENST00000531688,ENST00000602735,ENST00000679382,ENST00000679765,ENST00000680209,ENST00000680588,ENST00000680696,ENST00000681180,ENST00000681304,ENST00000681577,ENST00000681840,ENST00000681938
10	18	ENST00000334307,ENST00000347206,ENST00000446510,ENST00000527108,ENST00000528092,ENST00000530697,ENST00000531554,ENST00000532470,ENST00000534635,ENST00000617650,ENST00000676979,ENST00000677116,ENST00000677156,ENST00000677623,ENST00000677808,ENST00000678060,ENST00000678480,ENST00000679072
2	18	ENST00000334307,ENST00000446510,ENST00000528092,ENST00000530697,ENST00000531554,ENST00000532470,ENST00000617650,ENST00000676921,ENST00000676979,ENST00000677116,ENST00000677406,ENST00000677623,ENST00000677673,ENST00000678060,ENST00000678480,ENST00000678950,ENST00000679022,ENST00000679072
82	18	ENST00000338663,ENST00000377889,ENST00000377890,ENST00000377891,ENST00000535296,ENST00000538084,ENST00000541425,ENST00000544377,ENST00000679908,ENST00000680002,ENST00000680297,ENST00000680610,ENST00000680631,ENST00000680725,ENST00000681107,ENST00000681467,ENST00000681569,ENST00000681657
5	18	ENST00000338663,ENST00000377891,ENST00000535296,ENST00000536981,ENST00000538084,ENST00000539507,ENST00000539891,ENST00000541425,ENST00000544377,ENST00000679908,ENST00000680002,ENST00000680631,ENST00000680725,ENST00000680729,ENST00000681232,ENST00000681467,ENST00000681569,ENST00000681657
17	18	ENST00000340437,ENST00000394888,ENST00000413184,ENST00000413232,ENST00000439958,ENST00000448745,ENST00000449811,ENST00000450000,ENST00000477890,ENST00000535222,ENST00000536145,ENST00000536548,ENST00000537162,ENST00000539952,ENST00000541963,ENST00000543545,ENST00000544585,ENST00000544990
4	18	ENST00000350638,ENST00000379163,ENST00000395934,ENST00000474374,ENST00000638184,ENST00000638347,ENST00000638376,ENST00000638482,ENST00000638764,ENST00000638917,ENST00000639570,ENST00000639878,ENST00000640081,ENST00000640231,ENST00000640342,ENST00000640533,ENST00000640954,ENST00000640961
2	18	ENST00000350638,ENST00000379163,ENST00000395934,ENST00000474374,ENST00000638184,ENST00000638347,ENST00000638376,ENST00000638482,ENST00000638917,ENST00000638984,ENST00000639570,ENST00000639878,ENST00000640081,ENST00000640231,ENST00000640342,ENST00000640533,ENST00000640954,ENST00000640961
4	18	ENST00000350638,ENST00000379163,ENST00000395934,ENST00000474374,ENST00000638347,ENST00000638376,ENST00000638482,ENST00000638917,ENST00000638984,ENST00000639570,ENST00000639878,ENST00000640081,ENST00000640231,ENST00000640342,ENST00000640533,ENST00000640790,ENST00000640954,ENST00000640961
3	18	ENST00000350638,ENST00000379163,ENST00000395934,ENST00000638184,ENST00000638347,ENST00000638376,ENST00000638482,ENST00000638917,ENST00000638984,ENST00000639570,ENST00000639878,ENST00000640081,ENST00000640231,ENST00000640342,ENST00000640533,ENST00000640790,ENST00000640954,ENST00000640961
58	18	ENST00000351554,ENST00000395850,ENST00000415002,ENST00000426650,ENST00000437761,ENST00000445143,ENST00000525763,ENST00000527577,ENST00000527926,ENST00000528700,ENST00000533403,ENST00000534312,ENST00000642928,ENST00000643183,ENST00000651485,ENST00000651785,ENST00000652086,ENST00000652678
29	18	ENST00000351960,ENST00000358965,ENST00000366394,ENST00000368959,ENST00000393695,ENST00000535087,ENST00000535947,ENST00000537217,ENST00000537930,ENST00000541641,ENST00000541719,ENST00000542977,ENST00000543009,ENST00000543937,ENST00000544129,ENST00000544238,ENST00000613205,ENST00000620566
141	18	ENST00000352187,ENST00000395123,ENST00000395124,ENST00000524863,ENST00000525474,ENST00000526621,ENST00000528187,ENST00000529112,ENST00000529494,ENST00000529554,ENST00000529896,ENST00000530005,ENST00000530316,ENST00000532795,ENST00000533051,ENST00000533235,ENST00000533245,ENST00000533524
19	18	ENST00000352297,ENST00000393223,ENST00000409459,ENST00000470293,ENST00000481642,ENST00000495134,ENST00000497683,ENST00000674968,ENST00000675196,ENST00000675288,ENST00000675362,ENST00000675489,ENST00000675807,ENST00000675848,ENST00000676027,ENST00000676166,ENST00000676261,ENST00000676378
26	18	ENST00000354202,ENST00000392834,ENST00000409993,ENST00000414373,ENST00000442480,ENST00000638850,ENST00000639704,ENST00000640747,ENST00000682232,ENST00000682326,ENST00000682791,ENST00000682811,ENST00000682946,ENST00000683143,ENST00000684142,ENST00000684255,ENST00000684345,ENST00000684499
29	18	ENST00000354202,ENST00000392834,ENST00000409993,ENST00000414373,ENST00000442480,ENST00000639704,ENST00000640102,ENST00000640747,ENST00000682232,ENST00000682326,ENST00000682791,ENST00000682811,ENST00000682946,ENST00000683143,ENST00000684142,ENST00000684255,ENST00000684345,ENST00000684499
66	18	ENST00000354202,ENST00000392834,ENST00000409993,ENST00000414373,ENST00000639704,ENST00000640102,ENST00000640747,ENST00000682232,ENST00000682326,ENST00000682791,ENST00000682811,ENST00000682946,ENST00000683143,ENST00000684142,ENST00000684255,ENST00000684345,ENST00000684499,ENST00000684682
1	18	ENST00000358694,ENST00000361332,ENST00000361391,ENST00000361796,ENST00000399050,ENST00000428599,ENST00000524630,ENST00000526938,ENST00000529919,ENST00000531007,ENST00000673683,ENST00000673781,ENST00000673810,ENST00000673826,ENST00000674015,ENST00000674060,ENST00000674106,ENST00000674116
1	18	ENST00000379107,ENST00000379109,ENST00000379129,ENST00000379132,ENST00000419022,ENST00000606377,ENST00000638685,ENST00000638914,ENST00000638963,ENST00000638965,ENST00000639386,ENST00000639409,ENST00000639916,ENST00000640368,ENST00000640610,ENST00000640961,ENST00000640975,ENST00000643871
5	18	ENST00000389707,ENST00000401424,ENST00000403290,ENST00000403510,ENST00000482049,ENST00000527998,ENST00000529388,ENST00000529825,ENST00000530357,ENST00000531665,ENST00000533520,ENST00000534544,ENST00000673626,ENST00000673817,ENST00000673834,ENST00000673888,ENST00000673892,ENST00000674108
17	18	ENST00000392841,ENST00000442944,ENST00000535253,ENST00000535793,ENST00000536813,ENST00000537841,ENST00000542729,ENST00000543090,ENST00000544387,ENST00000545621,ENST00000640813,ENST00000648026,ENST00000648374,ENST00000648488,ENST00000649868,ENST00000650101,ENST00000652429,ENST00000686218
423	19	ENST00000227157,ENST00000379412,ENST00000396222,ENST00000422447,ENST00000430553,ENST00000478970,ENST00000486690,ENST00000495052,ENST00000535451,ENST00000536528,ENST00000539814,ENST00000540430,ENST00000541097,ENST00000542179,ENST00000543445,ENST00000543695,ENST00000545215,ENST00000545467,ENST00000625635
7	19	ENST00000227266,ENST00000393301,ENST00000524463,ENST00000527018,ENST00000529974,ENST00000676612,ENST00000677208,ENST00000677468,ENST00000677796,ENST00000677802,ENST00000677877,ENST00000677976,ENST00000678395,ENST00000678464,ENST00000678506,ENST00000678554,ENST00000678915,ENST00000679032,ENST00000679199
87	19	ENST00000227266,ENST00000393301,ENST00000524463,ENST00000527018,ENST00000529974,ENST00000677106,ENST00000677208,ENST00000677468,ENST00000677661,ENST00000677802,ENST00000677877,ENST00000677976,ENST00000678395,ENST00000678464,ENST00000678506,ENST00000678554,ENST00000678915,ENST00000679032,ENST00000679199
2	19	ENST00000256190,ENST00000533770,ENST00000675281,ENST00000676324,ENST00000676387,ENST00000686079,ENST00000687210,ENST00000687256,ENST00000687300,ENST00000688206,ENST00000689128,ENST00000689258,ENST00000689940,ENST00000690806,ENST00000692068,ENST00000692716,ENST00000693022,ENST00000693201,ENST00000693212
113	19	ENST00000263578,ENST00000525770,ENST00000527004,ENST00000532125,ENST00000533839,ENST00000685484,ENST00000685601,ENST00000685765,ENST00000685844,ENST00000686242,ENST00000686888,ENST00000687699,ENST00000688588,ENST00000689283,ENST00000689477,ENST00000689765,ENST00000690512,ENST00000692039,ENST00000692336
9	19	ENST00000278243,ENST00000300730,ENST00000396986,ENST00000396991,ENST00000396993,ENST00000459679,ENST00000463452,ENST00000464229,ENST00000464261,ENST00000464906,ENST00000465307,ENST00000469307,ENST00000479072,ENST00000490830,ENST00000493547,ENST00000496834,ENST00000528216,ENST00000532017,ENST00000532523
